id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count
1972631847948484677,«Reines Trümmerfeld» - Angeklagter schweigt nach Unfall via @welt https://t.co/5esFgy0eKH,944329419371499520,2025-09-29 11:57:36+00:00,de,0,0,0,0
1972631822061408605,Noch immer fallen Flüge am Flughafen BER aus https://t.co/RrSkvFZgzR,2740171926,2025-09-29 11:57:30+00:00,de,0,0,0,0
1972631798409826558,"@thisisninosway @samoti93 Ohhhh doch, einmal gesagt das Lair berlin niederbrennen soll und du hast es mira gesnitched",1883944831203852288,2025-09-29 11:57:25+00:00,de,0,1,1,0
1972631695712260239,"@katdro @berivan_aymaz Und gegen Ende seiner Amtszeit sieht Münster dann so aus wie Berlin! Ich könnt mich schütteln, igitt igitt. Schade um diese schöne Stadt, die immer Erz katholisch war.",1238075837964042240,2025-09-29 11:57:00+00:00,de,1,0,0,0
1972631499724984686,"So sieht die Migrationswende der @cducsubt aus:
Drei Somalier kriegen Asyl-Verfahren, obwohl sie aus einem sicheren Drittland nach Deutschland kamen. 👎👎👎

https://t.co/HROs3hlZS2",2740171926,2025-09-29 11:56:13+00:00,de,0,0,0,0
1972631308213076457,@LiviaClauss Dabei kennt Deutschland noch radikalere Lösungen: https://t.co/LRy229zHg1,1921501961720836096,2025-09-29 11:55:28+00:00,de,0,0,0,0
1972631276990730444,"das Vertragsverhältnis (Basistarif) nie gekündigt worden sei und somit fortbestehe. Darüber hinaus verwies er auf eine bereits erstattete Strafanzeige gegen Vattenfall.

Sozialgerichtsverfahren (Sozialgericht Berlin, Az. S 47 SO 1605/21 ER)

Um die Untätigkeit des Bezirksamtes",1178590450527150080,2025-09-29 11:55:20+00:00,de,0,0,1,0
1972631250532802886,Böhmermann sagt Auftritt mit Rapper wegen Antisemitismus-Vorwürfen ab via @welt https://t.co/r1LOC8j2Ji,944329419371499520,2025-09-29 11:55:14+00:00,de,0,0,0,0
1972631241221623928,@derWillacker @hopl9495 Sind in Berlin nicht die Palästinenser Demos ???,1902432626209656832,2025-09-29 11:55:12+00:00,de,0,0,0,0
1972631176096731469,@katdro @berivan_aymaz Köln ist eh durch… wie Berlin und Hamburg! Da könnt ihr nimmer viel Schaden anrichten 😮‍💨,1884907968753287168,2025-09-29 11:54:56+00:00,de,0,0,1,0
1972631084639928580,"@BenniTanovic Pistorius in Hannover ist so gesehen ein klassischer Fall von Carpetbegging: ein unbesetzter, sicherer Wahlkreis, ein prominenter Minister auf der Suche, der in Berlin lebt und aus Osnabrück kommt (dort war er auch MdL) dessen Bezug zu Hannover eher dünn ist. 
E voila",786995268994695172,2025-09-29 11:54:34+00:00,de,0,1,0,0
1972630948219871250,"@M_Ostermann @welt Daran wird sich auch mit der derzeitigen politischen Gauklertruppe in Berlin nichts ändern, denn dazu fehlt ganz einfach der Wille.",1371257808411369479,2025-09-29 11:54:02+00:00,de,0,0,1,0
1972630891374727185,"@ArafehLaith Berlin ist verloren!
Köln auch!
Bremen kurz davor!
Ihr Juden verlasst diese Städte.
Der Staat kann euch nicht beschützen.",1804587704794886144,2025-09-29 11:53:48+00:00,de,0,0,0,0
1972630817160774080,"Die Erkenntnis aus den Kommunalwahlen in NRW

Der dekadent-degenerierte Westen ruft im brennenden Haus lieber den Brandstifter oder niemanden als die Feuerwehr.

Es ist beschämend.

Der Osten (ohne Berlin) ist hingegen im besten Sinne ""woke"".

Wachen Verstandes. https://t.co/MGpRdrKVEv",1272481498365599747,2025-09-29 11:53:31+00:00,de,0,0,4,0
1972630787351585049,"Nach einer vollgepackten Sitzungswoche in Berlin stand nun am Wochenende wieder der direkte Bürgerkontakt auf dem Programm – und die Resonanz war überwältigend.

Am Freitagabend hatten wir die große Veranstaltung mit Markus Krall und Jürgen Urban im Bürgergarten in Stollberg. https://t.co/d5ycw9PJvF",1117821932,2025-09-29 11:53:24+00:00,de,0,0,0,0
1972630782658429178,"Tempelhof zu bekämpfen, reichte Herr Fengler Klage beim Sozialgericht Berlin ein. Ein entscheidender Moment in diesem Verfahren war die Aufforderung durch den Richter am Sozialgericht, Herrn Hunzelmann, eine Entbindung von der ärztlichen Schweigepflicht zu unterzeichnen.",1178590450527150080,2025-09-29 11:53:22+00:00,de,0,0,1,0
1972630701695717786,"Ich habe 3x Lady Gaga Tickets für Uber Arena, Berlin
Ich werde von Ticketmaster senden und ich werde den Beweis zeigen, bitte senden Sie eine Nachricht Danke!! MAYHEM BALL TOUR",214149785,2025-09-29 11:53:03+00:00,de,0,0,0,0
1972630427895787748,@derWillacker Scharia-Berlin für Juden? Genau mein Humor,1599159287883988992,2025-09-29 11:51:58+00:00,de,0,0,0,0
1972630371218125194,"@DeutscherSchfe3 Wäre toll ,das auch aus Berlin zu hören",1563510078753624064,2025-09-29 11:51:44+00:00,de,0,0,0,0
1972630322958213223,"Je länger Merz regiert, desto mehr sieht er die Grenzen seiner Macht. Die Union habe nun mal keine absolute Merhheit, sagt der Kanzler. Im Reformherbst wird sie Kompromisse machen müssen. Eine Analyse von Berlin-Korrespondent @EckartLohse: https://t.co/mJ7gaWi1Xr",24274741,2025-09-29 11:51:33+00:00,de,0,4,0,0
1972630321695780997,"Je länger Merz regiert, desto mehr sieht er die Grenzen seiner Macht. Die Union habe nun mal keine absolute Merhheit, sagt der Kanzler. Im Reformherbst wird sie Kompromisse machen müssen. Eine Analyse von Berlin-Korrespondent @EckartLohse: https://t.co/n1mPF5ZhXf",18016521,2025-09-29 11:51:33+00:00,de,0,1,0,0
1972630217622786318,"@derWillacker Sie meinen das #Berlin, in dem gestern 100.000 #Antisemiten demonstrieren durften?",985880504892379136,2025-09-29 11:51:08+00:00,de,1,0,1,0
1972630155358343462,"auf dem Schiff 
besser als in Gaza -
wo die Queers for Palestine wohl ganz schnell der Kopf verlieren würden 

Hamas - hat keine Linken
Christen 
Qeers  od. gar Frauen als gleichberechtigte Freunde 

Aufwachen auch hier in Berlin 

und besser spät als gar nicht ! https://t.co/2zT07ttg8S",1394322574134362116,2025-09-29 11:50:53+00:00,de,0,0,1,0
1972630064471900344,"@KraZMagazin Warum sollte es im Rest-Deutschland nicht genauso zugehen wie auch in Berlin,Hamburg,Frankfurt u. u. u..
Das zeugt doch von Einheit+Gemeinsamkeiten 🤔",1827290629728002048,2025-09-29 11:50:31+00:00,de,0,0,0,0
1972629899908087996,"CDU bricht Tabu! Tilman Kuban will Klimaziele kippen, um Deutschlands Wirtschaft vor dem Kollaps zu retten.

Hoffentlich setzt sich am Ende vielleicht doch noch der Realismus in Berlin durch. Ich bin sehr skeptisch geworden. Sehr! 

#Klimaziele #CDU #Deutschland #Wirtschaft",3824124982,2025-09-29 11:49:52+00:00,de,11,11,51,0
1972629827271405715,"@welt Das ist wieder Typisch Berlin,die Moralkeule schwingen wollen und sich vorher nicht mal richtig informiert.",1891046996577767424,2025-09-29 11:49:35+00:00,de,0,0,0,0
1972629791921860835,@littlewisehen Das ist gängige Meinung in Berlin.,1545397829929156609,2025-09-29 11:49:26+00:00,de,0,0,0,0
1972629679971733722,"@therealegoskin @rosenbusch_ Die Kosten für den Bau einer Schule in Deutschland variieren stark, typischerweise 50–120 Mio. € pro Schule (basierend auf Quellen wie Architektenkammer und Beispielen aus Berlin/Bayern, angepasst auf 2025). Mit 11,8 Mrd. € könnte man etwa 98–236 Schulen bauen. Exakte Zahlen",1720665183188922368,2025-09-29 11:49:00+00:00,de,0,0,0,0
1972629606302933239,"Wenn Idioten über Namens Änderung entscheiden.
Mohrenstrasse weg, die nie eine Beleidigung war, dafür durch den 
Sklavenhändler Anton Wilhelm Amo ersetzt. 🤮
https://t.co/dxSmtsuiZy",1744341258183544832,2025-09-29 11:48:42+00:00,de,0,0,0,0
1972629604436435067,"@VQuaschning Und du willst Professor sein? Das gibt es nur in Berlin.

@ulfposh",1961382680441901056,2025-09-29 11:48:42+00:00,de,0,0,0,0
1972629571586363440,"https://t.co/4wiuD6zODB
Ünsere Proteste haben gewirkt 💪💪💪💪💪💪
Das geplante Rap-Konzert des Künstlers Chefket (echter Name: Şevket Dirican) im Rahmen der Ausstellung „Die Möglichkeit der Unvernunft“ von Jan Böhmermann im Haus der Kulturen der Welt (HKW) in Berlin wurde am 29.",1347845534548176896,2025-09-29 11:48:34+00:00,de,0,0,0,0
1972629316266824053,@AlexanderWallb9 @Jannekanndas In der Zähringer hatte ich meine erste Wohnung als ich nach Berlin kam.,1440338086580264966,2025-09-29 11:47:33+00:00,de,0,0,0,0
1972629281009545358,@restart_asuka einen schönen Nachmittag aus Berlin ja gerne würde ich es machen dein Rock hochzuheben und dich streicheln 💋💋👨‍❤️‍💋‍👨,4688220013,2025-09-29 11:47:24+00:00,de,0,0,0,0
1972629216098398673,Berlin Underground Cabaret #models https://t.co/fjUjV7zmVi,1326420430719213570,2025-09-29 11:47:09+00:00,de,0,0,0,0
1972629157445288107,@KVK_Berlin @kaeslein ich hab damit nix zu tun 😇🫣,1462392227334955009,2025-09-29 11:46:55+00:00,de,0,0,0,0
1972629119054594332,In Berlin-Kladow ist ein kleines Känguru unterweges: Am Wochenende büxte das Tier eines privaten Halters aus und entwischte sogar der Polizei. Und jetzt? https://t.co/PhCLQ6pBEj,24275493,2025-09-29 11:46:46+00:00,de,0,0,0,0
1972629117754339591,In Berlin-Kladow ist ein kleines Känguru unterweges: Am Wochenende büxte das Tier eines privaten Halters aus und entwischte sogar der Polizei. Und jetzt? https://t.co/aNQW3mizOO,18016521,2025-09-29 11:46:46+00:00,de,0,1,1,0
1972629111739985997,"@DIW_Berlin @MFratzscher Die woke NewYorkTimes:""Es sind nicht nur die USA.Die ganze Welt hat genug von der Klimapolitik""
Es ist vorbei
Sofortiger Stop aller SV für PV,WK,WP etc,die müssen sich am Markt behaupten
Das kann man sofort umsetzen
Dann ist mehr als genug Geld da",1843571456355250176,2025-09-29 11:46:44+00:00,de,0,0,0,0
1972629004495851834,"@ISefati Vermutlich in Berlin kein Straftatbestand 86a.
Diese Faschisten haben bei der Berliner Justiz ein Freibrief.
Sach du aber mal Schwachkopf zum Wärmepumpen Vertreter.",1854920745211609088,2025-09-29 11:46:19+00:00,de,0,0,0,0
1972628857913278674,"🚩Malen wir Berlin rot an, und zwar alle gemeinsam. Mach mit bei der Linken! Bei uns sind Alle Teil der Vision, der Politik, der Arbeit und des Erfolgs!

✊Denn wir labern nicht nur, sondern sind eine aktive Mitmachpartei: Niemals alleine - immer gemeinsam!

#DeshalbDieLinke https://t.co/mcf8VMofX3",841771803315965953,2025-09-29 11:45:44+00:00,de,0,0,0,0
1972628750870409678,Naja. Deutschland sagt da steht er schon in Berlin. https://t.co/8zrz8PMblj,768899816,2025-09-29 11:45:18+00:00,de,0,0,1,0
1972628681429590205,@Bantufish @Eddie_1412 Das stimmt wahrscheinlich. Und in Berlin sind es 15 Liter verbrauchende Panzer. Jeder wie er kann.,417642769,2025-09-29 11:45:01+00:00,de,0,1,0,0
1972628675322667334,"@ISefati @franzisit Was sagt denn das Land &amp; die Stadt Berlin dazu? 
Was sagt die Politik dazu? 
Was sagt unsere Regierung dazu?
@kaiwegner 
@bundeskanzler 
@cducsubt 
@spdbt 

#StandWithJews 🎗🇮🇱
#StandWithIsrael 🎗🇮🇱
#Remember_October7 💔",1894421317178302464,2025-09-29 11:45:00+00:00,de,0,0,0,0
1972628660890054733,@derWillacker Als Jude ist Mecklenburg sicher. Berlin würde ich da eher meiden!,1703798178300952576,2025-09-29 11:44:57+00:00,de,0,0,0,0
1972628649255067650,"@keypousttchi @ArmlaengeA Berlin, ein slawischer Name, bedeutet: Sumpfland.

Die wussten damals schon Bescheid.",1598665318951534592,2025-09-29 11:44:54+00:00,de,0,0,1,0
1972628599527383180,"""Deutschland hat im vergangenen Jahr für die internationale Klimafinanzierung eine Rekordsumme von 11,8 Milliarden Euro bereitgestellt. Dies teilten das Entwicklungs- und das Umweltministerium am Montag in Berlin mit.""

Deutschland ist ein Narrenschiff 🤡🌎 https://t.co/ebVYfUHjij",1488539592789741568,2025-09-29 11:44:42+00:00,de,3,1,17,0
1972628454471610756,"@i_burgerin Kottbusser Tor ist mit Abstand das letzte Drecksloch in Berlin, hoffentlich bleiben die dort.",1284472741790388226,2025-09-29 11:44:07+00:00,de,0,0,1,0
1972628434724778083,"@GideonBoess BERLIN, hat 3,9 Millionen Einwohner.
Die Herangekarrten und der Krawall sind kein Zeichen.😇",1548539213473189888,2025-09-29 11:44:03+00:00,de,0,0,0,0
1972628337001664755,"Liebling Böhmermann 

Böhmermann sagt Auftritt mit Rapper wegen Antisemitismus-Vorwürfen ab

https://t.co/gk9QDLnrb0

--
Empfohlen von WELT News für Android
https://t.co/RLKHn1fK0z",1834543432301154304,2025-09-29 11:43:39+00:00,de,0,0,0,0
1972628252754682001,"Nachdem das Bezirksamt Berlin Mitte den Abbau der Friedensstatue angeordnet hat, versucht der Korea Verband nun, die Entfernung mit einer einstweiligen Verfügung zu verhindern.
https://t.co/BeOCDxjdjC https://t.co/ffdNx548RB",44952198,2025-09-29 11:43:19+00:00,de,0,0,1,0
1972628193334145034,"@robinwagener Aufgrund solcher Verbrechen haben wir nicht nur eine historische Verpflichtung gegenüber der #Ukraine, sondern auch gegenüber #Israel.

Wenn in Berlin 100.000 #Antisemiten demonstrieren dürfen, ist das eine nationale Schande! https://t.co/Z9KRmn5y4K",985880504892379136,2025-09-29 11:43:05+00:00,de,0,0,1,0
1972628096701591893,"@Niethalf030 @GosateD @wattweissich Kurz vor dem Mauerfall.

Freunde und Familie SAW und Magdeburg - Sachsen Anhalt. weitere in Berlin.",1450724213107695616,2025-09-29 11:42:42+00:00,de,0,2,1,0
1972628083967766810,GEZ-TV mit neuer Kampagne gegen AfD💥DIESE ZAHLEN lösen Panik in Berlin aus!💥 Unfassbar: SPD am Ende! https://t.co/MIq16VXUyh,1594708784676470788,2025-09-29 11:42:39+00:00,de,2,0,6,0
1972627996197691770,"@derWillacker Ich glaube, aus geschichtlichen Gründen, fürchten die meisten Juden MVP weit mehr als Berlin. Auch wenn man so tut als wäre das nicht so..",52070369,2025-09-29 11:42:18+00:00,de,0,0,1,0
1972627882150355243,@erdbeerbuegler in Berlin Gang und Gebe.,1621590471624491009,2025-09-29 11:41:51+00:00,de,0,0,1,0
1972627574275854720,"@derWillacker Gut gemeinter Rat: 
Gehe nicht nach Berlin wenn es dir um einen sicheren Ort als Juden geht!

Die Radikalisierung dort ist gerade in den letzten 2 Jahren erheblich schlimm geworden!",4136662463,2025-09-29 11:40:38+00:00,de,0,0,1,0
1972627495435550990,@polenz_r Aber von Muslimen schon oder? Jetzt erst wieder in Berlin. Wo ist Ihre pseudo Empörung dazu?,1083630626027290624,2025-09-29 11:40:19+00:00,de,0,0,1,0
1972627454889173043,"@Jorgos2022 @goldi Falsch, die deutschen Lämmer haben #Berlin zu Gazatown verkommen lassen und folgen naiv der Täter-Opfer-Umkehr der Hamas, ohne nur ansatzweise kritisch zu hinterfragen. Juden sind in unserem Land nicht mehr sicher. Ein erbärmliches Bild, der doch so bewanderten Bevölkerung. https://t.co/bOisbVM6vZ",1920932952726532097,2025-09-29 11:40:09+00:00,de,0,0,0,0
1972627413017264491,"💥In Berlin fand dieses Wochenende ein Islamisten-Aufmarsch unter dem Deckmantel einer ""Pro-Palästina""-Demo statt! Tausende marschieren und skandieren Parolen, die die Hamas verherrlichen. Die Organisatoren lassen radikale Gruppen zu. Hisbollah- und PFLP-Sympathisanten sind https://t.co/wK1o4j5HsP",1741445313330659328,2025-09-29 11:39:59+00:00,de,0,0,0,0
1972627410182103433,"@Gerbonk61 Also Juden fült man sich in MC Pom wesentlich sicherer, als in rot grün oder schwarz regierten Bundesländern wie Berlin",1293127974892507136,2025-09-29 11:39:58+00:00,de,0,0,1,0
1972627181197992114,"RT @velitesgear | Full Text Article: https://t.co/bbYYLLlCw7 | Author: Militär Aktuell [FB: https://t.co/nTkNmScMkD] Deutschland: Mitteldeutsches Institut für Sicherheitsindustrie gegründet 
Am 22. September 2025 wurde in Berlin das „Mitteldeutsche Institut für Sicherheitsindus…",1423047974008066054,2025-09-29 11:39:04+00:00,de,0,0,0,0
1972627009957400918,"@bundeskanzler Moldawien nimmt Kurs auf Berlin, danke!",1971511703054548992,2025-09-29 11:38:23+00:00,de,0,0,0,0
1972626926360838285,"@Ludwig64747662 Hier eine tolle Sendung vom Deutschlandradio Berlin:
""Der Laubfrosch hat die Farbe gewechselt"" - Geheimes Radio im Kalten Krieg
(ganz unten der Website)

https://t.co/NmivmyxuTg",36739008,2025-09-29 11:38:03+00:00,de,0,1,1,0
1972626653882052650,@Blues_Hermine Berlin an Russland abtreten,1838480580477915136,2025-09-29 11:36:58+00:00,de,0,0,1,0
1972626578912731623,"Der #KultEnDe beschäftigt sich ab 14 Uhr u. a. mit institutioneller Förderung freier Gruppen ohne Spielstätte sowie mit Teilhabe in der Kultur &amp; Forschung zu Besuchenden &amp; Nichtbesuchenden (beide mit Anhörung).

Infos ➡️https://t.co/3rir1gD7dy
Livestream ➡️https://t.co/ryofz3fFTa https://t.co/smFaKzDjVn",1014090077960638464,2025-09-29 11:36:40+00:00,de,0,0,0,0
1972626519236522251,"Liberalismus und Kolonialismus. Der Marxismus Domenico Losurdos - Über den Zusammenhang seines Denkens (Teil 5). Andreas Wehr, Marx Engels Zentrum Berlin, 28. September 2025: https://t.co/kI3zHLGoqr  

@GabrielRockhill https://t.co/sAJfmXImcz",1479825048097603585,2025-09-29 11:36:26+00:00,de,0,0,0,0
1972626494829854883,"Telemann: Concerto per oboe, archi e b.c. in do minore - Burkhard Glaetzner; Hartmut Haenchen https://t.co/FLZLGbmWT8 via @YouTube 

Burkhard Glaetzner, oboe
Hartmut Haenchen, direttore
Walter Heinz Bernstein, cembalo
Kammerorchester Berlin
Berlin, 1978
#Telemann",1255798482218016774,2025-09-29 11:36:20+00:00,de,0,0,0,0
1972626424155767177,"Liberalismus und Kolonialismus. Der Marxismus Domenico Losurdos - Über den Zusammenhang seines Denkens (Teil 5). Von Andreas Wehr, Marx Engels Zentrum Berlin, 28. September 2025: https://t.co/kI3zHLGoqr  

@GabrielRockhill https://t.co/oUyn0WQO4y",1479825048097603585,2025-09-29 11:36:03+00:00,de,0,0,0,0
1972626409156952197,"Update Die Nachtzugverbindung  zwischen Paris und Berlin wird im Dezember nach nur zwei Jahren  eingestellt. 
https://t.co/AklKR0Tyrb",487961376,2025-09-29 11:36:00+00:00,de,0,0,0,0
1972626342316216743,"📅 Berlin + Online | 14.10.
Die #SorgendeStadt organisieren
Internationale Beispiele für feministische Kämpfe gegen eine Prekarisierung des Alltags 👇
https://t.co/WJPgtHeMdg https://t.co/ClGlM0fcKY",60838833,2025-09-29 11:35:44+00:00,de,0,0,0,0
1972626107083227440,"Liberalismus und Kolonialismus. Der Marxismus Domenico Losurdos - Über den Zusammenhang seines Denkens (Teil 5). Von Andreas Wehr, Marx Engels Zentrum | Berlin, 28. September 2025: https://t.co/kI3zHLGoqr  

@GabrielRockhill https://t.co/BNv620yCcb",1479825048097603585,2025-09-29 11:34:48+00:00,de,0,0,0,0
1972626012749148556,"@AuswaertigesAmt @AussenMinDE Der Krieg der Russen gegen die Uks geht uns nicht an. Er geht uns erst was an, wenn ihr es geschafft habt, dass DE Kriegspartei ist und die ersten Symbolziele der Russen in DE von den Russen zerstört wurden wie etwa Berlin oder der Hamburger Hafen.
Eine Sarmat (RS-28) genügt.",1828687173391884288,2025-09-29 11:34:25+00:00,de,0,0,2,0
1972625928439390500,@valaki_berlin @Frollein_VogelV Das hatten Sie ja schon geschrieben. Nicht dass man denken könnte Sie wollen Recht behalten.,1210085883086606341,2025-09-29 11:34:05+00:00,de,0,0,1,0
1972625877663187400,"@Faktencheck2030 Ähm...da gibt's ja nun neue Entdeckungen.

https://t.co/f5C56g3w6B",1474171921038249985,2025-09-29 11:33:53+00:00,de,0,0,1,0
1972625855571783938,"Gewalt an Schulen ist ein Dauerthema in #Berlin. Wir haben die aktuellen Zahlen. #Gewalt #Schule

https://t.co/BX3m5fvGit",16026917,2025-09-29 11:33:48+00:00,de,0,0,0,0
1972625818854781426,"@queru_lant @sternde Wenn das so wäre, gäbe es in Berlin wahrscheinlich nur noch sehr wenige Beamten.",1309799204299190273,2025-09-29 11:33:39+00:00,de,0,0,1,0
1972625781496185196,"#Correctiv muss #Falschbehauptungen unterlassen. Das #Landgericht #Berlin verbot der #Aktivistenplattform weitere Teile der #Potsdam-Stor &amp; wirft der Organisation #Framing vor. Warum genießt „Correctiv“ noch immer ein #Steuerprivileg?

https://t.co/SfzODFXS3E",924710343888330753,2025-09-29 11:33:30+00:00,de,0,0,1,0
